title,company,summary,salary
Pricing Data Scientist,Tarifica,Performing routine and ad-hoc data analyses and reconciling/correcting data issues. The primary responsibilities of the Pricing Data Scientist will be to…,0
Data Analyst,Revel,We’re looking for a data scientist who can quickly and easily learn their way around a variety of data structures and technology. We aren’t afraid to dream big.,0
"Data Scientist, Phenomics Modeling",Bayer,"The primary responsibilities of this role, Data Scientist, are to: Contribute to ongoing data science efforts, utilize available data sets and data science best…",0
Healthcare Data Scientist,Vertex Pharmaceuticals,"Be the primary technical lead focused on creative use of diverse data sources, such as clinical trial data, electronic health record data, insurance claims data…",0
Data Scientist,Thorn,Research and develop statistical modeling for data analysis. As Data Scientist you will join our small but mighty organization at the early stage of this…,0
Associate Data Scientist,Optimal Solutions Group,"Collaborate with clients and end users in deploying data products that contain dynamic data visualizations to present findings, data explorers that allow users…",0
Data Scientist,Tapingo,"3-4 years proven experience as a Data Scientist using Python or R and with SQL and Experience with data science tools (Jupyter Notebook, Pandas, scikit-learn,…",0
Associate Data Scientist - INTERN - PART TIME,ENGIE Insight,"The Associate Data Scientist will be joining an industry-leading R&D team with extensive academic and industry experience in building energy analytics, solving…",0
Lead Data Scientist,Thomas Publishing,"The Lead Data Scientist will create the best practices and processes as we transition to a data-focused organization, and will involve working with petabyte…","$140,000 - $200,000 a year"
Data Scientist,Texas A&M Engineering,"Significant experience with data wrangling, data cleaning and prep, dimensionality reduction. We are looking for a full-time data scientist to work on data…",0
Staff Data Scientist - Ecomm (Vudu),Walmart,A Staff Data Scientist is responsible for analyzing large data sets to develop multiple custom models and algorithms to drive innovative business solutions.,0
Lead Data Scientist,Clarigent Health,Data & Artificial Intelligence Science. Lead other data scientists and use data and artificial intelligence science with a focus on machine learning techniques…,"$100,000 - $150,000 a year"
Senior Data Scientist,Humana,"The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced…",0
Data Scientist,National Security Agency,"Data Scientists are hired into positions directly supporting a technical mission office or the Data… As a Data Scientist at NSA, responsibilities may include:…","$99,172 - $152,352 a year"
Data Scientist,Soaren Management,We're currently looking for an experienced Data Scientist with deep technical and statistical… To manipulate data and draw insights from large data sets.,0
Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision…",$21.93 - $26.43 an hour
Data Scientist,Lafayette Hospitality Search,I am searching for a data scientist/analyst on behalf of one of my client hotels. They should have extensive knowledge of Tableau and data integration.,"$65,000 - $75,000 a year"
Sports Data Scientist,Awesemo.com LLC,Awesemo.com is a fantasy sports website dedicated to accurately predicting athlete performance based on past data… Conduct research using historical sports data.,"$50,000 - $100,000 a year"
Lead Data Scientist,Aetna,"The candidate will lead a project team responsible for extracting and manipulating data from multiple, large… Aetna takes our candidate's data privacy seriously.",0
Pricing Data Scientist,Tarifica,The primary responsibilities of the Pricing Data Scientist will be to… Performing routine and ad-hoc data analyses and reconciling/correcting data issues.,0
Data Analyst,Revel,We aren’t afraid to dream big. … We’re looking for a data scientist who can quickly and easily learn their way around a variety of data structures and technology.,0
"Data Scientist, Phenomics Modeling",Bayer,"The primary responsibilities of this role, Data Scientist, are to: … Contribute to ongoing data science efforts, utilize available data sets and data science best…",0
Healthcare Data Scientist,Vertex Pharmaceuticals,"Be the primary technical lead focused on creative use of diverse data sources, such as clinical trial data, electronic health record data, insurance claims data…",0
Data Scientist,Thorn,As Data Scientist you will join our small but mighty organization at the early stage of this… Research and develop statistical modeling for data analysis.,0
Associate Data Scientist,Optimal Solutions Group,"Collaborate with clients and end users in deploying data products that contain dynamic data visualizations to present findings, data explorers that allow users…",0
Data Scientist,Tapingo,"3-4 years proven experience as a Data Scientist using Python or R and with SQL and Experience with data science tools (Jupyter Notebook, Pandas, scikit-learn,…",0
Associate Data Scientist - INTERN - PART TIME,ENGIE Insight,"The Associate Data Scientist will be joining an industry-leading R&D team with extensive academic and industry experience in building energy analytics, solving…",0
Lead Data Scientist,Thomas Publishing,"The Lead Data Scientist will create the best practices and processes as we transition to a data-focused organization, and will involve working with petabyte…","$140,000 - $200,000 a year"
Data Scientist,Texas A&M Engineering,"We are looking for a full-time data scientist to work on data… Significant experience with data wrangling, data cleaning and prep, dimensionality reduction.",0
Staff Data Scientist - Ecomm (Vudu),Walmart,A Staff Data Scientist is responsible for analyzing large data sets to develop multiple custom models and algorithms to drive innovative business solutions.,0
Lead Data Scientist,Clarigent Health,Data & Artificial Intelligence Science. Lead other data scientists and use data and artificial intelligence science with a focus on machine learning techniques…,"$100,000 - $150,000 a year"
Senior Data Scientist,Humana,"The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced…",0
Data Scientist,National Security Agency,"As a Data Scientist at NSA, responsibilities may include: Data Scientists are hired into positions directly supporting a technical mission office or the Data…","$99,172 - $152,352 a year"
Data Scientist,Soaren Management,To manipulate data and draw insights from large data sets. We're currently looking for an experienced Data Scientist with deep technical and statistical…,0
Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision…",$21.93 - $26.43 an hour
Data Scientist,Lafayette Hospitality Search,They should have extensive knowledge of Tableau and data integration. I am searching for a data scientist/analyst on behalf of one of my client hotels.,"$65,000 - $75,000 a year"
Sports Data Scientist,Awesemo.com LLC,Conduct research using historical sports data. Awesemo.com is a fantasy sports website dedicated to accurately predicting athlete performance based on past data…,"$50,000 - $100,000 a year"
Lead Data Scientist,Aetna,"Aetna takes our candidate's data privacy seriously. The candidate will lead a project team responsible for extracting and manipulating data from multiple, large…",0
Pricing Data Scientist,Tarifica,Performing routine and ad-hoc data analyses and reconciling/correcting data issues. The primary responsibilities of the Pricing Data Scientist will be to…,0
Data Analyst,Revel,We’re looking for a data scientist who can quickly and easily learn their way around a variety of data structures and technology. We aren’t afraid to dream big.,0
"Data Scientist, Phenomics Modeling",Bayer,"The primary responsibilities of this role, Data Scientist, are to: Contribute to ongoing data science efforts, utilize available data sets and data science best…",0
Healthcare Data Scientist,Vertex Pharmaceuticals,"Be the primary technical lead focused on creative use of diverse data sources, such as clinical trial data, electronic health record data, insurance claims data…",0
Data Scientist,Thorn,Research and develop statistical modeling for data analysis. As Data Scientist you will join our small but mighty organization at the early stage of this…,0
Associate Data Scientist,Optimal Solutions Group,"Collaborate with clients and end users in deploying data products that contain dynamic data visualizations to present findings, data explorers that allow users…",0
Data Scientist,Tapingo,"3-4 years proven experience as a Data Scientist using Python or R and with SQL and Experience with data science tools (Jupyter Notebook, Pandas, scikit-learn,…",0
Associate Data Scientist - INTERN - PART TIME,ENGIE Insight,"The Associate Data Scientist will be joining an industry-leading R&D team with extensive academic and industry experience in building energy analytics, solving…",0
Lead Data Scientist,Thomas Publishing,"The Lead Data Scientist will create the best practices and processes as we transition to a data-focused organization, and will involve working with petabyte…","$140,000 - $200,000 a year"
Data Scientist,Texas A&M Engineering,"Significant experience with data wrangling, data cleaning and prep, dimensionality reduction. We are looking for a full-time data scientist to work on data…",0
Staff Data Scientist - Ecomm (Vudu),Walmart,A Staff Data Scientist is responsible for analyzing large data sets to develop multiple custom models and algorithms to drive innovative business solutions.,0
Lead Data Scientist,Clarigent Health,Data & Artificial Intelligence Science. Lead other data scientists and use data and artificial intelligence science with a focus on machine learning techniques…,"$100,000 - $150,000 a year"
Data Scientist,Soaren Management,To manipulate data and draw insights from large data sets. We're currently looking for an experienced Data Scientist with deep technical and statistical…,0
Data Scientist - Hux,Deloitte,"As a Hux Senior Data Scientist, you will be tasked with solving data problems end to end. Running experiments and extracting the necessary data.",0
Sports Data Scientist,Awesemo.com LLC,Conduct research using historical sports data. Awesemo.com is a fantasy sports website dedicated to accurately predicting athlete performance based on past data…,"$50,000 - $100,000 a year"
Senior Data Scientist,Humana,"The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced…",0
Data Scientist,Lafayette Hospitality Search,They should have extensive knowledge of Tableau and data integration. I am searching for a data scientist/analyst on behalf of one of my client hotels.,"$65,000 - $75,000 a year"
Lead Data Scientist,Aetna,"Aetna takes our candidate's data privacy seriously. The candidate will lead a project team responsible for extracting and manipulating data from multiple, large…",0
Pricing Data Scientist,Tarifica,Performing routine and ad-hoc data analyses and reconciling/correcting data issues. The primary responsibilities of the Pricing Data Scientist will be to…,0
Data Analyst,Revel,We’re looking for a data scientist who can quickly and easily learn their way around a variety of data structures and technology. We aren’t afraid to dream big.,0
"Data Scientist, Phenomics Modeling",Bayer,"The primary responsibilities of this role, Data Scientist, are to: Contribute to ongoing data science efforts, utilize available data sets and data science best…",0
Healthcare Data Scientist,Vertex Pharmaceuticals,"Be the primary technical lead focused on creative use of diverse data sources, such as clinical trial data, electronic health record data, insurance claims data…",0
Data Scientist,Thorn,Research and develop statistical modeling for data analysis. As Data Scientist you will join our small but mighty organization at the early stage of this…,0
Associate Data Scientist,Optimal Solutions Group,"Collaborate with clients and end users in deploying data products that contain dynamic data visualizations to present findings, data explorers that allow users…",0
Data Scientist,Tapingo,"3-4 years proven experience as a Data Scientist using Python or R and with SQL and Experience with data science tools (Jupyter Notebook, Pandas, scikit-learn,…",0
Associate Data Scientist - INTERN - PART TIME,ENGIE Insight,"The Associate Data Scientist will be joining an industry-leading R&D team with extensive academic and industry experience in building energy analytics, solving…",0
Lead Data Scientist,Thomas Publishing,"The Lead Data Scientist will create the best practices and processes as we transition to a data-focused organization, and will involve working with petabyte…","$140,000 - $200,000 a year"
Data Scientist,Texas A&M Engineering,"Significant experience with data wrangling, data cleaning and prep, dimensionality reduction. We are looking for a full-time data scientist to work on data…",0
Staff Data Scientist - Ecomm (Vudu),Walmart,A Staff Data Scientist is responsible for analyzing large data sets to develop multiple custom models and algorithms to drive innovative business solutions.,0
Lead Data Scientist,Clarigent Health,Data & Artificial Intelligence Science. Lead other data scientists and use data and artificial intelligence science with a focus on machine learning techniques…,"$100,000 - $150,000 a year"
Data Scientist,Soaren Management,To manipulate data and draw insights from large data sets. We're currently looking for an experienced Data Scientist with deep technical and statistical…,0
Data Scientist - Hux,Deloitte,"As a Hux Senior Data Scientist, you will be tasked with solving data problems end to end. Running experiments and extracting the necessary data.",0
Sports Data Scientist,Awesemo.com LLC,Conduct research using historical sports data. Awesemo.com is a fantasy sports website dedicated to accurately predicting athlete performance based on past data…,"$50,000 - $100,000 a year"
Senior Data Scientist,Humana,"The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced…",0
Data Scientist,Lafayette Hospitality Search,They should have extensive knowledge of Tableau and data integration. I am searching for a data scientist/analyst on behalf of one of my client hotels.,"$65,000 - $75,000 a year"
Lead Data Scientist,Aetna,"Aetna takes our candidate's data privacy seriously. The candidate will lead a project team responsible for extracting and manipulating data from multiple, large…",0
Pricing Data Scientist,Tarifica,Performing routine and ad-hoc data analyses and reconciling/correcting data issues. The primary responsibilities of the Pricing Data Scientist will be to…,0
Data Analyst,Revel,We’re looking for a data scientist who can quickly and easily learn their way around a variety of data structures and technology. We aren’t afraid to dream big.,0
"Data Scientist, Phenomics Modeling",Bayer,"The primary responsibilities of this role, Data Scientist, are to: Contribute to ongoing data science efforts, utilize available data sets and data science best…",0
Healthcare Data Scientist,Vertex Pharmaceuticals,"Be the primary technical lead focused on creative use of diverse data sources, such as clinical trial data, electronic health record data, insurance claims data…",0
Data Scientist,Thorn,Research and develop statistical modeling for data analysis. As Data Scientist you will join our small but mighty organization at the early stage of this…,0
Associate Data Scientist,Optimal Solutions Group,"Collaborate with clients and end users in deploying data products that contain dynamic data visualizations to present findings, data explorers that allow users…",0
Data Scientist,Tapingo,"3-4 years proven experience as a Data Scientist using Python or R and with SQL and Experience with data science tools (Jupyter Notebook, Pandas, scikit-learn,…",0
Associate Data Scientist - INTERN - PART TIME,ENGIE Insight,"The Associate Data Scientist will be joining an industry-leading R&D team with extensive academic and industry experience in building energy analytics, solving…",0
Lead Data Scientist,Thomas Publishing,"The Lead Data Scientist will create the best practices and processes as we transition to a data-focused organization, and will involve working with petabyte…","$140,000 - $200,000 a year"
Data Scientist,Texas A&M Engineering,"Significant experience with data wrangling, data cleaning and prep, dimensionality reduction. We are looking for a full-time data scientist to work on data…",0
Staff Data Scientist - Ecomm (Vudu),Walmart,A Staff Data Scientist is responsible for analyzing large data sets to develop multiple custom models and algorithms to drive innovative business solutions.,0
Lead Data Scientist,Clarigent Health,"Mason, Ohio based Clarigent Health is using artificial intelligence and machine learning to study a person’s language and speech patterns to detect warning…","$100,000 - $150,000 a year"
Data Scientist,Soaren Management,"Proven experience solving complex business problems using Machine Learning techniques like Regression, Classification, Supervised or Unsupervised Recommenders,…",0
Data Scientist - Hux,Deloitte,"With customer data as a foundation, we help clients deliver dynamic, personalized customer experiences across all engagement channels using machine learning and…",0
Sports Data Scientist,Awesemo.com LLC,We're looking for someone to assist in the development of new models to forecast athletic performance in a number of major sports.,"$50,000 - $100,000 a year"
Senior Data Scientist,Humana,"Experience in using mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic…",0
Data Scientist,Lafayette Hospitality Search,I am searching for a data scientist/analyst on behalf of one of my client hotels. The person must be a US Citizen or has the appropriate VISA/Green Card.,"$65,000 - $75,000 a year"
Lead Data Scientist,Aetna,"Advanced in-depth specialization in mathematical analysis methods, machine learning, statistical analyses, and predictive modeling.",0
Pricing Data Scientist,Tarifica,"Creating pricing models that help clients identify opportunities to win new subscribers, retain existing customers and/or increase their average revenue per…",0
Data Analyst,Revel,An applied understanding of machine learning and other modeling techniques. Prioritize and respond to ad hoc requests for information from the business and…,0
"Data Scientist, Phenomics Modeling",Bayer,Intermediate proficiency in machine learning algorithms and concepts; Partner with a senior member of the data science team to turn data into critical…,0
Healthcare Data Scientist,Vertex Pharmaceuticals,Machine learning and natural language processing) to non-technical audiences. Advise senior management on opportunities and gaps in the company’s current…,0
Data Scientist,Thorn,You have have experience in designing and building machine learning models for production. As Data Scientist you will join our small but mighty organization at…,0
Associate Data Scientist,Optimal Solutions Group,"Direct experience with machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, and Decision Forests.",0
Data Scientist,Tapingo,"3-4 years proven experience as a Data Scientist using Python or R and with SQL and Experience with data science tools (Jupyter Notebook, Pandas, scikit-learn,…",0
Associate Data Scientist - INTERN - PART TIME,ENGIE Insight,"Strong mathematical background with teachable knowledge of various analytic methodologies such as signal processing, model selection, model verification,…",0
Lead Data Scientist,Thomas Publishing,"Background in predictive modeling and machine learning. Programming language (Java, Python, Scala, R): You’ll solve complex marketing and business challenges –…","$140,000 - $200,000 a year"
Data Scientist,Texas A&M Engineering,Significant experience using R or Python to develop analytical solutions. Significant experience querying data from relational databases using SQL.,0
Staff Data Scientist - Ecomm (Vudu),Walmart,Ø Expertise in practical aspects of applied machine learning. Validate models and algorithmic techniques. Ø Mine Vudu (and other) data and deploy statistical…,0
Lead Data Scientist,Clarigent Health,"Lead other data scientists and use data and artificial intelligence science with a focus on machine learning techniques to perform research, create new…","$100,000 - $150,000 a year"
Data Scientist,Soaren Management,We're currently looking for an experienced Data Scientist with deep technical and statistical knowledge and a proven track record to drive business value using…,0
Data Scientist - Hux,Deloitte,"With customer data as a foundation, we help clients deliver dynamic, personalized customer experiences across all engagement channels using machine learning and…",0
Sports Data Scientist,Awesemo.com LLC,We're looking for someone to assist in the development of new models to forecast athletic performance in a number of major sports.,"$50,000 - $100,000 a year"
Senior Data Scientist,Humana,"Experience in using mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic…",0
Data Scientist,Lafayette Hospitality Search,I am searching for a data scientist/analyst on behalf of one of my client hotels. The ideal candidate for this position will have 2-3 years work experience in…,"$65,000 - $75,000 a year"
Lead Data Scientist,Aetna,"Advanced in-depth specialization in mathematical analysis methods, machine learning, statistical analyses, and predictive modeling.",0
Pricing Data Scientist,Tarifica,Technical expertise*– We work to apply technology throughout the research process – including using the data we gather to predict pricing trends and building…,0
Data Analyst,Revel,"An applied understanding of machine learning and other modeling techniques. Strong knowledge of R, Python and SQL, particularly Postgres and PostGIS.",0
"Data Scientist, Phenomics Modeling",Bayer,"Machine Learning, Electrical/Industrial Engineering, Operation Research, Statistical Genetics, Statistics, Biostatistics, Bioinformatics, Genomics,…",0
Healthcare Data Scientist,Vertex Pharmaceuticals,Machine learning and natural language processing) to non-technical audiences. We are seeking a healthcare/clinical data scientist with experience in advanced…,0
Data Scientist,Thorn,You have have experience in designing and building machine learning models for production. Work with Engineering team members on deploying insights and models…,0
Associate Data Scientist,Optimal Solutions Group,Experience using data management and machine learning toolkits such a such as tidyverse and dyplr in R and pandas and scikit learn in Python.,0
Data Scientist,Tapingo,"Identify machine learning opportunities and deliver end-to-end - including research, model development, prototyping, offline validation, implement into…",0
Associate Data Scientist - INTERN - PART TIME,ENGIE Insight,"Strong mathematical background with teachable knowledge of various analytic methodologies such as signal processing, model selection, model verification,…",0
Lead Data Scientist,Thomas Publishing,"Background in predictive modeling and machine learning. Familiarity with statistical analysis/modeling, data science and/or data design and development of…","$140,000 - $200,000 a year"
Data Scientist,Texas A&M Engineering,"Leverage statistical programming languages and packages with an emphasis on open source software (e.g., R, Python, XGBoost, Spark, etc.).",0
Staff Data Scientist - Ecomm (Vudu),Walmart,Ø Mine Vudu (and other) data and deploy statistical modeling to gain robust insights into how consumers make entertainment choices.,0
Lead Data Scientist,Clarigent Health,Data & Artificial Intelligence Science. Lead other data scientists and use data and artificial intelligence science with a focus on machine learning techniques…,"$100,000 - $150,000 a year"
Data Scientist,Soaren Management,To manipulate data and draw insights from large data sets. We're currently looking for an experienced Data Scientist with deep technical and statistical…,0
Data Scientist - Hux,Deloitte,"As a Hux Senior Data Scientist, you will be tasked with solving data problems end to end. Running experiments and extracting the necessary data.",0
Sports Data Scientist,Awesemo.com LLC,Conduct research using historical sports data. Awesemo.com is a fantasy sports website dedicated to accurately predicting athlete performance based on past data…,"$50,000 - $100,000 a year"
Senior Data Scientist,Humana,"The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced…",0
Data Scientist,Lafayette Hospitality Search,They should have extensive knowledge of Tableau and data integration. I am searching for a data scientist/analyst on behalf of one of my client hotels.,"$65,000 - $75,000 a year"
Lead Data Scientist,Aetna,"Aetna takes our candidate's data privacy seriously. The candidate will lead a project team responsible for extracting and manipulating data from multiple, large…",0
Pricing Data Scientist,Tarifica,Performing routine and ad-hoc data analyses and reconciling/correcting data issues. The primary responsibilities of the Pricing Data Scientist will be to…,0
Data Analyst,Revel,We’re looking for a data scientist who can quickly and easily learn their way around a variety of data structures and technology. We aren’t afraid to dream big.,0
"Data Scientist, Phenomics Modeling",Bayer,"The primary responsibilities of this role, Data Scientist, are to: Contribute to ongoing data science efforts, utilize available data sets and data science best…",0
Healthcare Data Scientist,Vertex Pharmaceuticals,"Be the primary technical lead focused on creative use of diverse data sources, such as clinical trial data, electronic health record data, insurance claims data…",0
Data Scientist,Thorn,Research and develop statistical modeling for data analysis. As Data Scientist you will join our small but mighty organization at the early stage of this…,0
Associate Data Scientist,Optimal Solutions Group,"Collaborate with clients and end users in deploying data products that contain dynamic data visualizations to present findings, data explorers that allow users…",0
Data Scientist,Tapingo,"3-4 years proven experience as a Data Scientist using Python or R and with SQL and Experience with data science tools (Jupyter Notebook, Pandas, scikit-learn,…",0
Associate Data Scientist - INTERN - PART TIME,ENGIE Insight,"The Associate Data Scientist will be joining an industry-leading R&D team with extensive academic and industry experience in building energy analytics, solving…",0
Lead Data Scientist,Thomas Publishing,"The Lead Data Scientist will create the best practices and processes as we transition to a data-focused organization, and will involve working with petabyte…","$140,000 - $200,000 a year"
Data Scientist,Texas A&M Engineering,"Significant experience with data wrangling, data cleaning and prep, dimensionality reduction. We are looking for a full-time data scientist to work on data…",0
Staff Data Scientist - Ecomm (Vudu),Walmart,A Staff Data Scientist is responsible for analyzing large data sets to develop multiple custom models and algorithms to drive innovative business solutions.,0
Lead Data Scientist,Clarigent Health,Data & Artificial Intelligence Science. Lead other data scientists and use data and artificial intelligence science with a focus on machine learning techniques…,"$100,000 - $150,000 a year"
Senior Data Scientist,Humana,"The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced…",0
Data Scientist,National Security Agency,"Data Scientists are hired into positions directly supporting a technical mission office or the Data… As a Data Scientist at NSA, responsibilities may include:…","$99,172 - $152,352 a year"
Data Scientist,Soaren Management,We're currently looking for an experienced Data Scientist with deep technical and statistical… To manipulate data and draw insights from large data sets.,0
Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision…",$21.93 - $26.43 an hour
Data Scientist,Lafayette Hospitality Search,I am searching for a data scientist/analyst on behalf of one of my client hotels. They should have extensive knowledge of Tableau and data integration.,"$65,000 - $75,000 a year"
Sports Data Scientist,Awesemo.com LLC,Awesemo.com is a fantasy sports website dedicated to accurately predicting athlete performance based on past data… Conduct research using historical sports data.,"$50,000 - $100,000 a year"
Lead Data Scientist,Aetna,"The candidate will lead a project team responsible for extracting and manipulating data from multiple, large… Aetna takes our candidate's data privacy seriously.",0
Pricing Data Scientist,Tarifica,The primary responsibilities of the Pricing Data Scientist will be to… Performing routine and ad-hoc data analyses and reconciling/correcting data issues.,0
Data Analyst,Revel,We aren’t afraid to dream big. … We’re looking for a data scientist who can quickly and easily learn their way around a variety of data structures and technology.,0
"Data Scientist, Phenomics Modeling",Bayer,"The primary responsibilities of this role, Data Scientist, are to: … Contribute to ongoing data science efforts, utilize available data sets and data science best…",0
Healthcare Data Scientist,Vertex Pharmaceuticals,"Be the primary technical lead focused on creative use of diverse data sources, such as clinical trial data, electronic health record data, insurance claims data…",0
Data Scientist,Thorn,As Data Scientist you will join our small but mighty organization at the early stage of this… Research and develop statistical modeling for data analysis.,0
Associate Data Scientist,Optimal Solutions Group,"Collaborate with clients and end users in deploying data products that contain dynamic data visualizations to present findings, data explorers that allow users…",0
Data Scientist,Tapingo,"3-4 years proven experience as a Data Scientist using Python or R and with SQL and Experience with data science tools (Jupyter Notebook, Pandas, scikit-learn,…",0
Associate Data Scientist - INTERN - PART TIME,ENGIE Insight,"The Associate Data Scientist will be joining an industry-leading R&D team with extensive academic and industry experience in building energy analytics, solving…",0
Lead Data Scientist,Thomas Publishing,"The Lead Data Scientist will create the best practices and processes as we transition to a data-focused organization, and will involve working with petabyte…","$140,000 - $200,000 a year"
Data Scientist,Texas A&M Engineering,"We are looking for a full-time data scientist to work on data… Significant experience with data wrangling, data cleaning and prep, dimensionality reduction.",0
Staff Data Scientist - Ecomm (Vudu),Walmart,A Staff Data Scientist is responsible for analyzing large data sets to develop multiple custom models and algorithms to drive innovative business solutions.,0
Lead Data Scientist,Clarigent Health,Data & Artificial Intelligence Science. Lead other data scientists and use data and artificial intelligence science with a focus on machine learning techniques…,"$100,000 - $150,000 a year"
Senior Data Scientist,Humana,"The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced…",0
Data Scientist,National Security Agency,"As a Data Scientist at NSA, responsibilities may include: Data Scientists are hired into positions directly supporting a technical mission office or the Data…","$99,172 - $152,352 a year"
Data Scientist,Soaren Management,To manipulate data and draw insights from large data sets. We're currently looking for an experienced Data Scientist with deep technical and statistical…,0
Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision…",$21.93 - $26.43 an hour
Data Scientist,Lafayette Hospitality Search,They should have extensive knowledge of Tableau and data integration. I am searching for a data scientist/analyst on behalf of one of my client hotels.,"$65,000 - $75,000 a year"
Sports Data Scientist,Awesemo.com LLC,Conduct research using historical sports data. Awesemo.com is a fantasy sports website dedicated to accurately predicting athlete performance based on past data…,"$50,000 - $100,000 a year"
Lead Data Scientist,Aetna,"Aetna takes our candidate's data privacy seriously. The candidate will lead a project team responsible for extracting and manipulating data from multiple, large…",0
Pricing Data Scientist,Tarifica,Performing routine and ad-hoc data analyses and reconciling/correcting data issues. The primary responsibilities of the Pricing Data Scientist will be to…,0
Data Analyst,Revel,We’re looking for a data scientist who can quickly and easily learn their way around a variety of data structures and technology. We aren’t afraid to dream big.,0
"Data Scientist, Phenomics Modeling",Bayer,"The primary responsibilities of this role, Data Scientist, are to: Contribute to ongoing data science efforts, utilize available data sets and data science best…",0
Healthcare Data Scientist,Vertex Pharmaceuticals,"Be the primary technical lead focused on creative use of diverse data sources, such as clinical trial data, electronic health record data, insurance claims data…",0
Data Scientist,Thorn,Research and develop statistical modeling for data analysis. As Data Scientist you will join our small but mighty organization at the early stage of this…,0
Associate Data Scientist,Optimal Solutions Group,"Collaborate with clients and end users in deploying data products that contain dynamic data visualizations to present findings, data explorers that allow users…",0
Data Scientist,Tapingo,"3-4 years proven experience as a Data Scientist using Python or R and with SQL and Experience with data science tools (Jupyter Notebook, Pandas, scikit-learn,…",0
Associate Data Scientist - INTERN - PART TIME,ENGIE Insight,"The Associate Data Scientist will be joining an industry-leading R&D team with extensive academic and industry experience in building energy analytics, solving…",0
Lead Data Scientist,Thomas Publishing,"The Lead Data Scientist will create the best practices and processes as we transition to a data-focused organization, and will involve working with petabyte…","$140,000 - $200,000 a year"
Data Scientist,Texas A&M Engineering,"Significant experience with data wrangling, data cleaning and prep, dimensionality reduction. We are looking for a full-time data scientist to work on data…",0
Staff Data Scientist - Ecomm (Vudu),Walmart,A Staff Data Scientist is responsible for analyzing large data sets to develop multiple custom models and algorithms to drive innovative business solutions.,0
Enterprise Data - Quant Researcher (Machine Learning),Bloomberg,"We're Bloomberg Enterprise Data - fast paced, innovative and expanding. We have worked hard and smart to become the $1bn business we are today.",0
Data Scientist - Hux,Deloitte,"New York, NY – Greensboro, NC - Chicago, IL – Raleigh, Durham, Chapel-Hill, NC. At Deloitte Digital Marketing & Experience Services, we help marketers optimize…",0
Sports Data Scientist,Awesemo.com LLC,Awesemo.com is a fantasy sports website dedicated to accurately predicting athlete performance based on past data. Knowledge of Excel and linear regressions.,"$50,000 - $100,000 a year"
Senior Data Scientist,Humana,"The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced…",0
Lead Data Scientist,Clarigent Health,"Mason, Ohio based Clarigent Health is using artificial intelligence and machine learning to study a person’s language and speech patterns to detect warning…","$100,000 - $150,000 a year"
Academic Statistician,Noom Inc.,"At Noom, we use scientifically proven methods to help our users create healthier lifestyles, and manage important conditions like Type-II Diabetes, Obesity, and…",0
Lead Data Scientist,Aetna,"Looking for opportunities to use cutting edge technologies analyzing petabytes of data in a world class Hadoop cluster, generating insights to guide consumers…",0
Pricing Data Scientist,Tarifica,Tarifica develops and maintains software and algorithmic tools that help mobile operators track the prices and offers of their competition in real-time.,0
Data Scientist,Lafayette Hospitality Search,I am searching for a data scientist/analyst on behalf of one of my client hotels. They should have extensive knowledge of Tableau and data integration.,"$65,000 - $75,000 a year"
Data Scientist,Lyons Hathaway,Lyons Hathaway is a company of expert resources in the data management and business analytics software and services domain. Can do small data modeling work:,0
Data Scientist,SEMA4,"Sema4 is a next-generation health information company, spun out of the Mount Sinai Health System, that provides advanced genomic testing and merges big data…",0
"Data Scientist, Healthcare Methodology",UnitedHealth Group,This is a unique opportunity to join a team at the vanguard of applied healthcare analytics. This role is for someone passionate about using analytics to…,0
Medical Data Scientist,Katalyst Healthcares & Life Sciences,Abstracts all necessary information from Safety Data and recognize data discrepancies in Clinical Database. Performs all duties according to company policy and…,0
